GEOID,State,County,Population,EJ indexes above 80th percentile,DEMOGIDX_2,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,LINGISOPCT,LESSHSPCT,UNDER5PCT,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,P_DEMOGIDX_2,P_PM25,P_OZONE,P_DSLPM,P_PTRAF,P_NO2,P_LIFEEXPPCT
06059052519,California,Orange County,4243,3,1.4486,0.51,0.2218,0.0427,0.0589,0.0943,0.0512,0.0483,0.1332,0.1959,12.63,81.11,0.26,1246.101,7837284.863,0.0101,0.176,0.106,18.426,0,42059.33,11.74,0,56,94,96,78,97,86,52
06059052520,California,Orange County,3522,1,1.3562,0.4336,0.2345,0.0934,0.0568,0.0511,0.0229,0.0687,0.1584,0.1641,12.637,81.393,0.26,1220.905,6276320.878,0.0319,0.196,0.112,17.237,0,33869.14,11.482,0,52,94,96,78,94,85,21
06059052521,California,Orange County,6089,5,1.6727,0.5224,0.2968,0.0389,0.0774,0.0544,0.0342,0.0971,0.0483,0.1549,12.767,81.407,0.289,1653.279,7316627.052,0,0.149,0.061,25.718,0,50799.994,11.635,0,64,94,96,82,96,86,14
06059052522,California,Orange County,3920,5,1.5404,0.6663,0.1599,0.0558,0.0777,0.2003,0.0372,0.0497,0.126,0.1641,12.732,81.092,0.264,1529.075,6968471.113,0,0.156,0.035,23.044,0,77051.072,12.143,0,59,94,96,78,95,88,21
06059052523,California,Orange County,4564,2,1.3533,0.5984,0.1326,0.0359,0.0854,0.0591,0.0455,0.0769,0.1352,0.1641,12.688,80.729,0.272,1629.544,8286729.373,0.0144,0.147,0.057,24.125,0,115294.683,11.503,0,52,94,96,80,97,85,21
06059052524,California,Orange County,7793,5,1.498,0.6796,0.1362,0.0386,0.0459,0.0401,0.0529,0.0588,0.0873,0.1549,13.106,84.112,0.297,2116.28,8546249.444,0.0124,0.144,0,18.618,0,8369.738,12.533,0,57,95,97,83,97,90,14
06059052526,California,Orange County,4126,1,1.3792,0.5589,0.1663,0.0643,0.0674,0.0778,0.0551,0.0351,0.19,0.1641,12.806,83.311,0.274,1233.918,7077779.399,0.0239,0.25,0.123,17.491,0,14836.334,12.059,0,53,94,96,80,96,88,21
06059052527,California,Orange County,8167,3,1.4659,0.6349,0.1517,0.0515,0.0721,0.0372,0.0427,0.0481,0.1512,0.1641,12.906,83.344,0.27,1484.774,8132272.758,0.0079,0.195,0.107,19.288,0,15698.031,12.349,0,56,94,96,79,97,89,21
06059052528,California,Orange County,4227,0,1.2241,0.622,0.0705,0.0316,0.0911,0.0826,0.0372,0.0454,0.2401,0.1415,12.754,82.797,0.268,1163.416,6495445,0,0.233,0.121,17.337,0,18366.329,12.28,0,46,94,96,79,95,89,8
06059052529,California,Orange County,3250,5,1.5858,0.8348,0.0735,0.0224,0.0612,0.1489,0.0204,0.0775,0.1163,0.1641,12.793,82.333,0.266,1342.875,6853479.989,0,0.184,0.106,21.46,0,22611.425,12.423,0,61,94,96,79,95,89,21
06059052530,California,Orange County,6359,9,1.9428,0.7221,0.2741,0.0447,0.0363,0.1075,0.0677,0.0676,0.048,0.1641,12.782,81.936,0.266,1413.455,6719703.429,0.0291,0.171,0.102,23.896,0,30834.541,12.487,0,72,94,96,79,95,90,21
06059052531,California,Orange County,4091,3,1.4423,0.6832,0.1134,0.0582,0.0208,0.0605,0.0386,0.0557,0.0496,0.1528,12.497,81.809,0.261,1161.272,7995109.811,0,0.32,0.149,15.014,0,19504.943,11.331,0,55,94,96,78,97,84,13
06059052532,California,Orange County,5865,6,1.6778,0.7076,0.1853,0.0844,0.0569,0.0854,0.0325,0.0957,0.0793,0.1528,12.553,82.729,0.27,1110.48,6554303.66,0.005,0.431,0.164,14.684,0,17118.636,11.633,0,64,94,96,79,95,86,13
06059052533,California,Orange County,7093,5,1.5225,0.6184,0.1827,0.0966,0.0672,0.1126,0.0443,0.0358,0.1881,0.1077,12.871,84.221,0.275,1230.635,7067443.369,0.0169,0.262,0.121,14.613,0,8829.454,12.115,0,58,94,97,80,96,88,1
06059052534,California,Orange County,2664,5,1.6192,0.5642,0.2515,0.0502,0.0983,0.0098,0.0805,0.0161,0.0578,0.1077,13.038,84.261,0.274,1545.998,7224353.912,0.0256,0.178,0.099,16.834,0,10109.829,12.42,0,62,95,97,80,96,89,1
06059052535,California,Orange County,5216,6,1.7302,0.7234,0.195,0.0503,0.0253,0.0559,0.0373,0.0878,0.0796,0.1077,12.969,84.247,0.275,1385.441,7453135.009,0.0145,0.2,0.106,16.489,0,7880.647,12.211,0,65,95,97,80,96,88,1
06059062605,California,Orange County,2999,0,0.7182,0.1657,0.1633,0.0481,0.0794,0.016,0.0397,0.014,0.3034,0.1559,11.611,76.828,0.181,553.46,2091142.707,0.6009,0,0,2.869,0,0,6.526,0,18,92,94,58,73,40,15
06059062610,California,Orange County,12918,5,1.6875,0.5111,0.3092,0.0508,0.0891,0.0956,0.028,0.0557,0.0652,0.1744,12.683,79.061,0.298,1963.433,8419537.877,0.0193,0.113,0.031,26.928,0,64152.924,11.195,0,64,94,95,83,97,83,30
06059062611,California,Orange County,4641,9,2.4037,0.6697,0.4761,0.0805,0.0946,0.0692,0.0206,0.069,0.0937,0.1395,12.603,80.104,0.282,1650.293,7684125.98,0.0301,0.14,0,21.724,0,96133.684,10.809,0,82,94,95,81,96,80,7
06059062614,California,Orange County,20432,9,2.3623,0.7188,0.4308,0.0908,0.0694,0.053,0.0097,0.0394,0.0314,,12.429,78.905,0.262,1425.779,4906586.488,0.0031,0.124,0,13.892,0,56869.273,9.365,0,82,94,95,78,91,69,
06059062619,California,Orange County,3665,0,0.6923,0.2076,0.1281,0.0628,0.1053,0,0.004,0.0461,0.3222,0.1292,11.627,77.123,0.176,452.477,1747947.788,0.5275,0,0,4.682,0,144.696,6.367,0,16,92,94,57,69,38,4
06059062620,California,Orange County,5027,0,0.5872,0.1846,0.1034,0.0654,0.141,0,0.0232,0.0221,0.2628,0.1426,11.571,76.882,0.174,244.977,1682104.577,0.3088,0,0,3.853,0,317.289,6.631,0,11,92,94,56,68,41,8
06059062622,California,Orange County,4213,2,1.5392,0.3988,0.3233,0.049,0.2896,0.1433,0.0347,0,0.7455,0.1631,11.983,81.862,0.289,926.895,5892633.96,0.0965,0.277,0.237,11.309,0,1.165,9.624,0,59,93,96,82,93,71,20
06059062625,California,Orange County,4698,1,1.3881,0.4715,0.2231,0.0223,0.1777,0.1185,0.1283,0.0243,0.3795,0.12,11.795,80.823,0.281,381.611,4294936.083,0.0742,0.151,0.141,10.031,0,0.593,8.544,0,53,92,96,81,89,61,2
06059062626,California,Orange County,2633,9,2.8275,0.6821,0.6248,0.1085,0.0346,0.1298,0.1281,0.0532,0.0589,,12.506,79.331,0.284,1657.914,5691461.809,0.0045,0.122,0,16.583,0,100037.588,9.371,0,90,94,95,81,93,69,
06059062627,California,Orange County,3970,9,2.5314,0.667,0.5249,0.0341,0.1198,0.0654,0.0703,0.0121,0.2164,0.1908,12.497,79.646,0.284,1361.545,5421473.198,0.0392,0.131,0,15.27,0,59030.265,8.7,0,85,94,95,81,92,62,47
06059062628,California,Orange County,3516,7,1.9401,0.6706,0.3046,0.0655,0.0991,0.1224,0.0286,0.0472,0.126,0.1056,12.468,80.28,0.252,1229.476,5088311.072,0.0274,0.168,0.11,13.935,0,31367.757,8.418,0,72,94,95,76,92,59,1
06059062629,California,Orange County,2421,0,0.974,0.5188,0.0414,0.0259,0.07,0.0605,0.0278,0.0359,0.2392,0.16,12.35,79.543,0.226,1213.721,4265568.563,0.0213,0.142,0.103,11.744,0,27680.434,8.598,0,32,94,95,71,89,61,18
06059062630,California,Orange County,1784,0,0.9348,0.4137,0.0914,0.0336,0.0833,0.0103,0.0085,0.0168,0.2747,0.1282,12.414,80.851,0.209,1140.572,4083465.601,0,0.18,0.123,10.803,0,20606.009,7.301,0,30,94,96,66,88,48,4
06059062631,California,Orange County,3304,0,0.7239,0.3018,0.0821,0.0612,0.0787,0.0647,0.0118,0.0345,0.3045,0.1344,12.379,79.893,0.21,1195.335,4242488.956,0.0398,0.157,0.11,11.628,0,25929.708,8.225,0,18,94,95,67,89,58,5
06059062632,California,Orange County,4107,0,0.6054,0.151,0.1308,0.0663,0.1203,0.0288,0.0078,0.0175,0.2939,0.1764,11.662,77.654,0.181,392.002,2075824.165,0.2479,0.015,0.014,4.352,0,181.473,5.387,0,12,92,94,58,73,28,33
06059062633,California,Orange County,6504,0,0.7049,0.3742,0.0308,0.0327,0.0526,0.0134,0.0222,0.0598,0.0866,0.1641,11.749,78.747,0.207,493.325,3165505.154,0.0254,0.12,0.109,8.337,0,150.389,7.003,0,17,92,95,66,83,45,21
06059062634,California,Orange County,4676,0,0.8293,0.367,0.0811,0.0219,0.0524,0.016,0.0336,0.0744,0.1309,0.1621,11.865,80.196,0.222,610.155,3615810.079,0.0054,0.151,0.136,10.342,0,0.681,8.507,0,24,93,95,70,86,60,19
06059062635,California,Orange County,4786,0,0.7858,0.3145,0.0972,0.0186,0.0504,0.0214,0.0307,0.0867,0.1141,,11.938,80.52,0.22,748.072,3363940.424,0.0091,0.177,0.154,9.105,0,0.868,7.496,0,21,93,96,70,85,50,
06059062636,California,Orange County,3908,0,1.1433,0.5179,0.1044,0.0467,0.0972,0.0361,0.0908,0.0645,0.0583,0.1641,11.793,80.105,0.213,352.832,4086236.008,0.0066,0.133,0.123,11.25,0,0.552,9.268,0,42,92,95,68,88,68,21
06059062637,California,Orange County,5876,0,1.0457,0.4027,0.139,0.0186,0.074,0.0766,0.0205,0.0553,0.0698,0.1641,11.77,79.611,0.206,331.566,3709247.363,0.0038,0.121,0.112,12.798,0,0.509,9.449,0,36,92,95,66,87,70,21
06059062638,California,Orange County,6412,1,1.3512,0.5551,0.1583,0.0541,0.0962,0.0254,0.0373,0.0608,0.0477,,11.813,79.605,0.207,529.259,3030595.772,0.0355,0.124,0.113,9.417,0,0.545,8.744,0,51,92,95,66,82,63,
06059062639,California,Orange County,8181,0,1.037,0.4451,0.1098,0.064,0.0639,0.0441,0.0313,0.0564,0.1186,0.1395,11.719,78.722,0.203,284.489,2792663.475,0.0049,0.084,0.045,7.573,0,260.393,7.157,0,36,92,95,65,80,46,7
06059062640,California,Orange County,3366,0,1.0995,0.3731,0.1769,0.0433,0.0461,0.0627,0.043,0.0897,0.0814,,11.732,79.147,0.206,293.436,3553689.677,0,0.104,0.097,9.284,0,310.483,8.138,0,39,92,95,66,86,57,
06059062641,California,Orange County,5377,0,1.2115,0.4921,0.1454,0.0428,0.1875,0.0558,0.0446,0.0647,0.286,0.1364,11.905,80.864,0.222,767.333,3985127.725,0.0309,0.179,0.159,11.485,0,0.784,8.171,0,45,93,96,70,88,57,6
06059062642,California,Orange County,3071,0,0.6092,0.1885,0.1092,0.0278,0.1332,0,0.0662,0.012,0.4458,0.1149,12.108,76.922,0.222,1190.394,2446464.326,0.1181,0,0,7.206,0,20845.535,7.322,0,12,93,94,70,77,48,1
06059062643,California,Orange County,6315,0,0.9618,0.4116,0.1026,0.026,0.0401,0.0339,0.0137,0.0301,0.2168,0.0862,11.969,77.371,0.191,1040.48,2184697.172,0.0094,0.053,0.028,5.004,0,15372.089,5.963,0,32,93,94,61,74,34,0
06059062645,California,Orange County,6124,0,0.9143,0.3124,0.1458,0.017,0.0939,0.0122,0.0158,0.0511,0.2162,0.1374,12.21,78.001,0.219,1187.196,3150562.811,0,0.098,0,7.872,0,23734.775,7.317,0,29,93,95,69,83,48,6
06059062646,California,Orange County,3233,0,1.1944,0.2908,0.2623,0.1578,0.2558,0.1403,0.0288,0,0.8299,,11.884,81.353,0.288,728.052,4712199.61,0.088,0.204,0.183,11.853,0,0.838,8.365,0,44,93,96,82,90,59,
06059062647,California,Orange County,4796,0,0.9942,0.3872,0.1295,0.0663,0.1854,0.1434,0.0746,0.0111,0.4495,0.201,11.842,81.385,0.293,460.168,5425174.406,0.055,0.184,0.171,11.34,0,0.708,8.422,0,34,93,96,83,92,60,57
06059062648,California,Orange County,3271,0,1.1014,0.3121,0.2149,0.0685,0.2941,0.1209,0.0245,0,0.8285,,11.99,80.992,0.22,806.301,3725250.616,0.0911,0.216,0.181,9.091,0,1.174,7.586,0,39,93,96,70,87,51,
06059062649,California,Orange County,3459,0,1.0204,0.2911,0.198,0.1644,0.2287,0.044,0.0469,0.0257,0.6068,0.1528,11.973,80.1,0.221,789.172,3337659.063,0.0355,0.175,0.15,7.554,0,4494.195,7.195,0,35,93,95,70,85,47,13
06059062650,California,Orange County,4981,0,1.291,0.4622,0.193,0.0338,0.0557,0.0625,0.0236,0.0667,0.1604,0.1251,12.563,80.477,0.264,1275.633,6923162.618,0.0185,0.162,0.103,17.816,0,43404.124,9.785,0,49,94,96,78,95,73,3
06059062651,California,Orange County,3139,0,1.0324,0.3313,0.1778,0.0666,0.0503,0.0862,0.0342,0.0497,0.1555,0.1251,12.526,80.899,0.259,1207.081,6470520.671,0.0422,0.201,0.118,14.378,0,28046.274,9.731,0,36,94,96,77,95,72,3
06059062652,California,Orange County,4897,0,1.2176,0.4239,0.1893,0.0262,0.1332,0.0462,0.06,0.0382,0.2702,0.1487,12.083,81.143,0.232,915.412,4335755.243,0.0025,0.291,0.227,9.352,0,4836.52,8.082,0,45,93,96,72,89,56,11
06059062653,California,Orange County,6936,1,1.4316,0.5962,0.1628,0.032,0.0235,0.1814,0.021,0.0812,0.0626,0.1487,12.212,82.003,0.251,997.559,6311217.006,0.0089,0.426,0.257,11.41,0,10016.887,9.787,0,55,93,96,76,94,73,11
06059062654,California,Orange County,7516,3,1.4754,0.585,0.1857,0.0245,0.0741,0.088,0.0469,0.0349,0.0998,0.1477,12.358,81.604,0.239,1057.168,5829859.319,0,0.315,0.177,13.101,0,15298.412,9.3,0,57,94,96,74,93,68,10
06059062655,California,Orange County,3783,0,0.9929,0.4494,0.0909,0.0059,0.0523,0.0514,0,0.1433,0.1271,0.1477,12.204,79.866,0.214,1127.861,4300359.524,0.0052,0.14,0.064,10.372,0,23302.892,7.62,0,33,93,95,68,89,51,10
06059062656,California,Orange County,3635,0,0.2651,0.0765,0.0509,0.0298,0.1128,0.0076,0.0026,0.0072,0.389,0.1477,11.851,77.976,0.186,672.746,2065218.656,0.6841,0.033,0.031,3.666,0,4068.663,5.556,0,1,93,95,60,73,30,10
06059062657,California,Orange County,3748,0,0.7504,0.2684,0.1123,0.1115,0.0184,0.0409,0.0115,0.0592,0.092,,12.355,78.007,0.224,1675.514,4533007.584,0,0.037,0,12.757,0,44955.354,10.524,0,20,94,95,70,90,78,
06059062658,California,Orange County,4951,0,0.8531,0.2286,0.1745,0.0162,0.0404,0.0504,0.0431,0.0483,0.2032,,12.223,77.48,0.224,1294.018,3326648.079,0.0258,0,0,9.674,0,28680.893,8.1,0,25,93,94,71,85,56,
06059062701,California,Orange County,2646,0,0.4941,0.0903,0.1268,0.0481,0.1081,0,0.0134,0.0351,0.3386,0.16,12.101,76.43,0.226,1328.524,2466854.257,0.219,0,0,7.195,0,20125.704,8.086,0,7,93,94,71,77,56,18
06059062702,California,Orange County,4166,0,0.6685,0.2014,0.1231,0.0326,0.0898,0,0.0114,0.0552,0.1807,0.1405,12.001,76.338,0.196,1125.29,1900265.263,0.2201,0,0,6.694,0,17955.566,7.856,0,15,93,93,63,71,54,7
06059062800,California,Orange County,3556,0,0.8597,0.2995,0.1336,0.0205,0.1389,0,0.007,0.0067,0.3026,,12.021,75.674,0.214,1533.327,2617381.453,0.3892,0,0,5.561,0,17605.401,7.273,0,26,93,93,68,79,48,
06059062900,California,Orange County,1726,0,0.3609,0.1246,0.0568,0.0162,0.1344,0.0141,0.0101,0.0238,0.4786,0.16,12.116,75.625,0.212,1621.018,3114990.404,0.5495,0,0,7.034,0,18270.82,7.746,0,3,93,93,67,83,53,18
06059063004,California,Orange County,6018,0,0.8353,0.2253,0.17,0.0313,0.1386,0.0163,0.0564,0.0189,0.2574,0.1354,12.353,77.105,0.244,1729.732,3993131.02,0.0839,0,0,13.806,0,49738.466,8.814,0,24,94,94,75,88,63,5
06059063005,California,Orange County,1510,0,0.6341,0.0974,0.1742,0.0293,0.0818,0.0224,0.0046,0.0252,0.3007,0.1436,12.156,76.025,0.222,1597.179,3943285.582,0.0728,0,0,8.987,0,21644.618,7.826,0,13,93,93,70,88,54,8
06059063006,California,Orange County,2346,0,0.4059,0.0439,0.1228,0.1054,0.1522,0,0.0025,0.0085,0.4182,0.1682,12.092,76.173,0.224,1548.797,2598430.9,0.5603,0,0,7.442,0,20039.56,7.686,0,4,93,93,71,79,52,24
06059063007,California,Orange County,6573,0,0.7811,0.2484,0.1359,0.12,0.0604,0.0195,0.0134,0.0528,0.2805,0.1056,12.368,77.624,0.251,1749.757,4570497.532,0,0,0,14.401,0,69530.322,9.589,0,21,94,94,76,90,71,1
06059063008,California,Orange County,2502,0,0.7797,0.3265,0.0875,0.0415,0.1219,0.0136,0.0154,0.0268,0.2918,0.16,12.21,76.766,0.228,1633.9,3462559.21,0.0125,0,0,10.064,0,29201.936,7.688,0,21,93,94,71,85,52,18
06059063009,California,Orange County,1666,0,0.6223,0.1891,0.1137,0.0399,0.0408,0.0106,0.0216,0.0936,0.2179,0.1651,12.503,77.65,0.266,1818.037,5459860.349,0.2204,0,0,16.387,0,76929.099,9.358,0,13,94,94,79,92,69,22
06059063010,California,Orange County,6629,0,0.6668,0.2635,0.0845,0.0022,0.0306,0.0284,0.0103,0.0614,0.1156,0.1559,12.309,76.547,0.235,1694.661,4313730.927,0.1707,0,0,13.857,0,28426.236,8.055,0,15,93,94,73,89,56,15
06059063101,California,Orange County,3117,2,1.4082,0.435,0.2528,0.0761,0.0507,0.0312,0.0376,0.042,0.0876,0.1826,12.636,78.096,0.277,1903.475,7624483.183,0.1959,0,0.067,19.981,0,56284.452,10.422,0,54,94,95,80,96,78,39
06059063102,California,Orange County,6283,0,0.8523,0.2817,0.1417,0.0506,0.0739,0.0082,0.0175,0.0742,0.1539,0.1703,12.598,77.644,0.267,1852.49,6626605.592,0.2269,0,0.078,17.82,0,42918.089,9.637,0,25,94,94,79,95,71,26
06059063103,California,Orange County,3528,0,0.5176,0.1652,0.0896,0.0154,0.0635,0.008,0.0232,0.0306,0.1389,0.1621,12.453,77.039,0.265,1767.874,5018315.17,0.2337,0,0,15.18,0,38757.534,8.931,0,8,94,94,79,91,65,19
06059063201,California,Orange County,3819,0,0.9505,0.2828,0.1773,0.0575,0.0891,0.0166,0.0424,0.039,0.1003,0.1754,12.517,77.07,0.266,1806.129,6498515.54,0.3695,0,0.102,15.926,0,34440.403,9.517,0,31,94,94,79,95,70,31
06059063202,California,Orange County,3653,0,0.9142,0.2258,0.1987,0.0338,0.1136,0.036,0.0257,0.0506,0.1957,0.1713,12.426,76.652,0.261,1763.563,5984384.023,0.4474,0,0.073,15.534,0,29217.959,10.179,0,29,94,94,78,94,76,27
06059063301,California,Orange County,3133,0,0.8181,0.2231,0.165,0.035,0.0626,0.0112,0.0172,0.068,0.1155,0.199,12.357,76.214,0.258,1737.095,6060310.685,0.3598,0,0.037,17.513,0,24372.139,10.347,0,23,94,93,77,94,77,55
06059063302,California,Orange County,4055,0,0.744,0.2432,0.1254,0.0719,0.0585,0.0076,0.0344,0.0607,0.1445,0.1651,12.301,76.167,0.256,1705.21,4600110.397,0.5451,0,0,14.291,0,24318.42,8.666,0,19,93,93,77,90,62,22
06059063400,California,Orange County,5016,0,0.3997,0.0903,0.0921,0.0174,0.0999,0.0108,0.0206,0.069,0.265,0.1456,12.191,75.803,0.219,1666.383,4266771.273,0.4395,0,0,11.023,0,20516.611,7.986,0,4,93,93,69,89,55,9
06059063500,California,Orange County,6542,0,1.2024,0.2232,0.3066,0.0485,0.102,0,0.0303,0.0029,0.1766,,12.118,75.136,0.223,1683.922,3743822.633,0.2998,0,0.042,7.789,0,15783.489,9.014,0,45,93,93,70,87,65,
06059063601,California,Orange County,4308,0,0.9705,0.3726,0.1297,0.06,0.067,0.0054,0.0272,0.0775,0.1298,0.1682,12.432,75.656,0.259,1813.621,4412311.626,0.3999,0,0.266,13.721,0,21632.688,8.286,0,32,94,93,77,89,58,24
06059063603,California,Orange County,5078,0,0.8896,0.2212,0.1926,0.0334,0.0904,0.0249,0.0758,0.0037,0.2357,0.1795,12.246,75.285,0.252,1733.474,4174464.528,0.0592,0,0.07,13.06,0,17999.868,8.351,0,28,93,93,76,89,59,36
06059063604,California,Orange County,3811,5,1.7184,0.5636,0.2884,0.0625,0.1375,0.0268,0.1199,0.0462,0.1955,0.1867,12.334,75.675,0.258,1764.31,4277243.645,0.1345,0,0.109,13.882,0,20522.573,8.259,0,65,94,93,77,89,58,43
06059063605,California,Orange County,5878,8,2.3255,0.7538,0.3958,0.0584,0.0501,0.049,0.1535,0.0451,0.0422,0.2267,12.339,75.83,0.258,1757.74,5285364.354,0.1507,0,0.104,16.635,0,21259.806,9.854,0,81,94,93,77,92,73,79
06059063701,California,Orange County,6068,9,2.5844,0.856,0.4287,0.046,0.0526,0.1995,0.3152,0.0809,0.0995,0.1415,12.459,76.184,0.259,1800.994,5404554.825,0.2883,0,0.115,15.748,0,22018.565,9.463,0,86,94,93,77,92,70,8
06059063702,California,Orange County,6133,8,1.9381,0.6095,0.3413,0.0279,0.0657,0.0949,0.2531,0.0404,0.0898,0.2164,12.464,76.544,0.259,1792.883,6776925.686,0.2739,0,0.108,16.63,0,24563.142,10.627,0,71,94,94,77,95,79,71
06059063802,California,Orange County,3045,0,0.7302,0.3274,0.0688,0.0421,0.0997,0,0.0195,0.0831,0.2095,0.1374,12.766,77.045,0.309,1964.604,6733600.27,0.425,0,0.392,22.28,0,20043.073,9.658,0,18,94,94,84,95,71,6
06059063803,California,Orange County,4507,0,1.0787,0.4249,0.1375,0.0962,0.0525,0.0094,0.0583,0.045,0.174,0.161,12.58,76.096,0.277,1874.369,4829952.815,0.2821,0,0.36,15.538,0,22342.469,8.445,0,38,94,93,80,91,60,18
06059063805,California,Orange County,2716,0,1.2012,0.3936,0.2018,0.0923,0.106,0.0144,0.0764,0.0747,0.1436,0.1846,12.904,77.351,0.311,2061.607,9680821.747,0.1261,0,0.468,23.548,0,23192.165,10.437,0,45,94,94,85,98,78,41
06059063806,California,Orange County,3889,0,1.284,0.4343,0.2075,0.0656,0.0727,0.0196,0.1111,0.0692,0.1633,0.1723,12.815,76.951,0.309,2006.207,7325394.244,0.37,0,0.426,23.516,0,20925.12,9.732,0,48,94,94,84,96,72,28
06059063807,California,Orange County,4559,0,1.3615,0.4843,0.2054,0.0032,0.1552,0.024,0.1214,0.0434,0.2088,0.1979,12.643,76.702,0.304,1918.467,6020710.338,0.0277,0,0.36,20.111,0,20952.661,9.34,0,52,94,94,84,94,69,54
06059063808,California,Orange County,4959,9,2.3369,0.783,0.3821,0.0405,0.0647,0.1101,0.3477,0.0506,0.0881,0.2287,12.534,76.444,0.26,1842.97,5568355.715,0.3073,0,0.224,17.503,0,22272.109,9.058,0,81,94,94,78,93,66,80
06059063902,California,Orange County,6500,0,1.2103,0.4375,0.1783,0.0597,0.0895,0.0656,0.085,0.0271,0.0817,0.1651,12.795,77.518,0.349,1967.519,8425198.007,0.2789,0,0.352,24.032,0,21841.017,10.746,0,45,94,94,88,97,80,22
06059063903,California,Orange County,3851,5,1.5395,0.5773,0.2141,0.0731,0.1014,0.0766,0.1506,0.0602,0.1781,0.1692,12.84,78.024,0.359,1981.032,11308012.004,0.0572,0,0.327,25.807,0,23451.799,11.518,0,59,94,95,89,99,85,25
06059063904,California,Orange County,4599,8,1.9763,0.638,0.338,0.0521,0.1105,0.1471,0.2404,0.0444,0.1735,0.1579,12.73,77.878,0.359,1938.226,9089450.6,0.0902,0,0.151,22.599,0,27121.929,11.312,0,73,94,95,89,98,84,16
06059063905,California,Orange County,3739,0,0.9819,0.3677,0.1369,0.0397,0.135,0.0377,0.0712,0.0393,0.1738,0.1815,12.62,77.123,0.282,1868.269,6216880.726,0.5172,0,0.217,19.858,0,25306.117,9.406,0,33,94,94,81,94,69,38
06059063906,California,Orange County,6444,7,1.9273,0.687,0.2899,0.0826,0.1249,0.0843,0.2377,0.0712,0.0708,0.2277,12.582,77.071,0.264,1834.933,6874932.502,0.06,0,0.111,17.777,0,28528.906,9.726,0,71,94,94,78,95,72,80
06059063908,California,Orange County,6233,8,1.8203,0.5967,0.3058,0.0123,0.064,0.0356,0.1116,0.0229,0.1027,0.1662,12.834,78.687,0.36,2005.266,11986570.993,0.0096,0,0.129,24.56,0,28014.657,12.782,0,68,94,95,89,99,91,23
06059063909,California,Orange County,3692,8,1.7333,0.6146,0.2627,0.0519,0.02,0,0.0161,0.0406,0.0596,0.1026,12.916,79.402,0.365,2088.952,11792557.226,0,0,0.106,29.139,0,24786.072,12.446,0,66,95,95,89,99,90,0
06059063910,California,Orange County,4441,5,1.5632,0.6519,0.1772,0.0219,0.0643,0.0738,0.0715,0.0563,0.159,0.1026,12.963,78.177,0.359,2059.197,11591234.281,0,0,0.347,26.682,0,20803.743,12.105,0,60,95,95,89,99,88,0
06059074003,California,Orange County,3552,8,2.1506,0.8333,0.2827,0.0506,0.0957,0.1248,0.1967,0.0746,0.0822,0.1877,13.061,80.624,0.367,2616.552,11981338.561,0.1351,0.055,0.058,38.103,0,20531.992,12.363,0,77,95,96,89,99,89,44
06059074004,California,Orange County,7793,8,2.1791,0.9239,0.2377,0.0717,0.0733,0.069,0.1953,0.0412,0.0946,0.1467,13.015,79.99,0.374,2236.772,11059329.646,0.1462,0,0.104,35.179,0,21635.492,11.87,0,78,95,95,90,98,87,10
06059074005,California,Orange County,7031,9,2.4905,0.876,0.3818,0.0679,0.1111,0.1361,0.346,0.0498,0.1163,0.1938,13.095,79.879,0.356,2213.42,9514691.462,0.2667,0,0.115,32.803,0,18940.338,11.908,0,84,95,95,89,98,87,50
06059074006,California,Orange County,6308,8,2.3702,0.84,0.3595,0.0777,0.0601,0.0744,0.2649,0.0571,0.0569,0.1887,13.001,79.376,0.362,2117.011,10651289.566,0.1079,0,0.112,32.653,0,22142.374,12.026,0,82,95,95,89,98,88,45
06059074102,California,Orange County,6610,10,2.7255,0.9614,0.4162,0.0611,0.0563,0.1018,0.4225,0.0525,0.1234,0.1662,13.234,79.937,0.342,2149.709,8845693.871,0.3831,0,0.393,29.184,0,16492.248,11.527,0,88,95,95,88,97,85,23
06059074103,California,Orange County,5373,9,2.2735,0.9721,0.243,0.0519,0.0945,0.0755,0.3953,0.0439,0.0988,0.1323,13.226,80.361,0.356,2176.958,9148011.098,0.7827,0,0.185,29.643,0,16443.062,11.52,0,80,95,96,89,98,85,5
06059074106,California,Orange County,6396,8,2.0225,0.8369,0.2332,0.0377,0.051,0.0338,0.205,0.0819,0.0649,0.1856,13.091,78.416,0.349,2202.938,9574165.778,0.0403,0,0.382,30.843,0,18211.586,12.642,0,74,95,95,88,98,90,42
06059074107,California,Orange County,5590,5,1.5149,0.6496,0.1608,0.0301,0.114,0.0425,0.051,0.0454,0.0898,0.1282,13.015,78.991,0.361,2095.046,10030020.528,0.0373,0,0.295,29.223,0,20016.275,12.113,0,58,95,95,89,98,88,4
06059074108,California,Orange County,4668,10,2.561,0.9548,0.3596,0.0625,0.0735,0.0631,0.4545,0.0499,0.1264,0.1856,13.268,79.07,0.343,2253.458,9126263.851,0.5961,0,0.486,32.309,0,17128.001,11.987,0,85,95,95,88,98,87,42
