GEOID,State,County,Population,EJ indexes above 80th percentile,DEMOGIDX_2,PEOPCOLORPCT,LOWINCPCT,UNEMPPCT,DISABILITYPCT,LINGISOPCT,LESSHSPCT,UNDER5PCT,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,RSEI_AIR,PTRAF,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,NO2,DWATER,P_DEMOGIDX_2,P_PM25,P_OZONE,P_DSLPM,P_PTRAF,P_NO2,P_LIFEEXPPCT
06013338201,California,Contra Costa County,4019,0,0.7623,0.3274,0.0806,0.0235,0.1461,0.0834,0.0281,0.0425,0.2737,0.1713,11.664,61.182,0.176,445.259,2730023.594,0.1085,0.174,0.111,7.974,0,483.083,7.814,0,20,92,54,57,80,53,27
06013338203,California,Contra Costa County,5431,0,1.1253,0.5789,0.0604,0.0489,0.0884,0.0672,0.0087,0.0471,0.1037,0.1313,11.651,59.781,0.194,454.236,4751781.88,0.0725,0.137,0.015,6.42,0,66.134,8.302,0,41,92,47,62,91,58,4
06013338204,California,Contra Costa County,6600,0,0.9983,0.4395,0.0989,0.0458,0.0749,0.0399,0.015,0.0558,0.2398,0.1262,11.639,60.008,0.194,448.393,3348578.065,0.0958,0.134,0,6.923,0,60.319,7.699,0,34,92,49,62,85,52,3
06013338301,California,Contra Costa County,2910,0,0.6052,0.3134,0.0312,0.0104,0.1121,0.0378,0.0234,0.0419,0.2557,0.1528,11.686,61.421,0.158,430.167,2322851.854,0.1186,0.144,0,5.356,0,54.67,7.058,0,12,92,55,50,76,45,13
06013338302,California,Contra Costa County,5513,0,0.8082,0.4176,0.0423,0.0611,0.0733,0.0523,0.0228,0.0486,0.2302,0.121,11.7,61.366,0.155,424.968,2198034.931,0.3304,0.128,0,4.721,0,38.891,6.002,0,23,92,55,49,74,34,2
06013339001,California,Contra Costa County,3659,0,1.4266,0.449,0.251,0.081,0.1066,0.0629,0.063,0.0574,0.0626,0.1805,11.624,58.816,0.158,414.428,4603993.547,0.0728,0,0,10.44,0,6.933,7.409,0,55,92,42,50,90,49,37
06013339003,California,Contra Costa County,4153,0,0.9909,0.3508,0.1505,0.0352,0.1009,0.0451,0.0206,0.0501,0.1469,0.1097,11.619,58.812,0.162,444.527,4985797.249,0.1009,0.1,0,11.078,0,14.119,8.153,0,33,92,42,52,91,57,1
06013339004,California,Contra Costa County,3319,0,1.2083,0.4441,0.1735,0.0435,0.0798,0.0378,0.032,0.0437,0.1061,0.1097,11.623,59.054,0.194,452.397,4933142.875,0.101,0.114,0,7.403,0,55.213,7.665,0,45,92,43,62,91,52,1
06013340001,California,Contra Costa County,6118,0,1.3359,0.4398,0.2232,0.0373,0.0898,0.0536,0.0381,0.0811,0.1219,0.1744,11.629,58.982,0.193,459.618,5024831.05,0.3417,0.124,0.013,6.097,0,65.822,7.774,0,51,92,42,62,91,53,30
06013340003,California,Contra Costa County,3718,0,1.131,0.411,0.1654,0.1282,0.0951,0.0121,0.0284,0.0476,0.231,0.1579,11.596,57.823,0.158,472.154,2706911.992,0.1822,0.105,0,6.381,0,66.86,6.831,0,41,92,37,50,80,43,16
06013340004,California,Contra Costa County,3940,0,0.724,0.3302,0.0648,0.0691,0.1282,0,0.0208,0.0761,0.2244,0.1579,11.604,57.911,0.163,459.373,4230820.641,0.5183,0.082,0,6.513,0,50.852,7.117,0,18,92,37,52,89,46,16
06013341000,California,Contra Costa County,4760,0,0.8485,0.3683,0.0873,0.0475,0.0521,0.0044,0.0314,0.0662,0.1746,0.1682,11.588,57.392,0.17,436.97,3325631.868,0.5374,0,0,7.254,0,14.881,6.453,0,25,92,34,54,85,39,24
06013343001,California,Contra Costa County,5940,0,0.6345,0.2697,0.0688,0.0302,0.0926,0.0351,0.018,0.0141,0.2071,0.1282,11.63,59.477,0.159,422.957,2802350.561,0.4015,0.083,0,7.51,0,13.011,6.701,0,13,92,45,51,81,42,4
06013343002,California,Contra Costa County,4658,0,0.9722,0.3637,0.1358,0.0254,0.1103,0.1002,0.0397,0.0371,0.217,0.1579,11.637,60.053,0.161,435.742,2682356.652,0.2739,0.111,0,5.949,0,24.205,6.843,0,32,92,49,51,80,43,16
06013343003,California,Contra Costa County,3847,0,0.5007,0.2077,0.0574,0.0404,0.0821,0.0129,0.0161,0.0393,0.2264,0.1487,11.663,60.275,0.152,393.697,2130908.583,0.4579,0.055,0,4.822,0,6.591,5.743,0,7,92,50,48,74,32,11
06013345101,California,Contra Costa County,6622,0,1.1775,0.6442,0.0397,0.051,0.0739,0.0425,0.0347,0.0731,0.1441,0.1528,11.69,63.702,0.176,261.225,3002166.988,0.0183,0,0,5.771,0,0.659,6.731,0,43,92,65,56,82,42,13
06013345102,California,Contra Costa County,4533,0,0.9286,0.4615,0.0598,0.0694,0.075,0.0367,0.0457,0.0505,0.1348,0.1713,11.686,63.267,0.146,270.813,2196582.146,0.0291,0,0,4.288,0,0.424,6.687,0,30,92,63,46,74,42,27
06013345103,California,Contra Costa County,5286,0,0.9416,0.4667,0.0614,0.0648,0.1291,0.0335,0.0331,0.0199,0.2028,0.1497,11.698,63.979,0.161,262.88,1830694.869,0.0642,0,0,4.674,0,0.604,6.349,0,31,92,66,51,70,38,11
06013345105,California,Contra Costa County,6233,0,0.7483,0.3785,0.0442,0.0251,0.0711,0.0234,0.0327,0.0488,0.1473,0.0944,11.701,61.848,0.127,288.995,1830836.179,0.0259,0,0,3.519,0,0,6.382,0,19,92,57,38,70,38,0
06013345111,California,Contra Costa County,5850,1,1.5533,0.7103,0.1378,0.045,0.0533,0.0353,0.0384,0.0708,0.088,0.1446,11.701,63.058,0.132,274.712,1701269.317,0.0274,0,0,6.145,0,0.274,6.963,0,60,92,63,40,68,44,9
06013345112,California,Contra Costa County,7723,0,1.2078,0.6385,0.0544,0.041,0.0477,0.0878,0.0192,0.0676,0.0935,,11.724,64.084,0.133,269.696,1367770.58,0.0224,0,0,3.749,0,0.322,6.267,0,45,92,67,41,62,37,
06013345113,California,Contra Costa County,4767,0,1.139,0.5077,0.1091,0.0257,0.0615,0.0264,0.0099,0.0682,0.2064,0.1138,11.758,63.597,0.125,280.444,1039754.209,0.0726,0,0,3.153,0,0,6.334,0,41,92,65,38,55,38,1
06013345114,California,Contra Costa County,6571,0,0.4942,0.222,0.0463,0.0322,0.081,0.0218,0.0069,0.0263,0.2758,0.1313,11.726,62.513,0.127,286.27,1151187.142,0.0032,0,0,3.529,0,0,6.215,0,7,92,60,39,58,37,4
06013345115,California,Contra Costa County,6758,0,1.0198,0.479,0.0827,0.0801,0.0537,0.0497,0.0368,0.0479,0.1907,0.0974,11.648,62.108,0.139,272.34,2327565.547,0.0271,0,0,4.368,0,0.372,5.432,0,35,92,58,43,76,28,0
06013345116,California,Contra Costa County,2961,0,0.8757,0.4914,0.022,0.0281,0.0792,0.0282,0.0126,0.0743,0.1439,0.1436,11.667,62.063,0.123,277.565,2247025.494,0.0202,0,0,6.401,0,0,7.628,0,27,92,58,37,75,51,8
06013345117,California,Contra Costa County,4652,0,0.8877,0.512,0.0138,0.0173,0.0484,0.0715,0.0166,0.0271,0.1202,,11.733,63.419,0.131,273.705,1326575.46,0.0182,0,0,4.443,0,0.062,6.969,0,27,92,64,40,61,45,
06013345118,California,Contra Costa County,3525,0,1.2386,0.56,0.1138,0.0626,0.0729,0.013,0.0295,0.0068,0.1983,,11.714,62.793,0.13,274.816,1559470.256,0.0035,0,0,6.068,0,0.119,7.171,0,46,92,61,40,66,47,
06013345203,California,Contra Costa County,6954,0,0.726,0.1806,0.1571,0.0444,0.0492,0.0135,0.0261,0.017,0.1432,0.1241,11.626,59.584,0.133,310.715,2432059.541,0.2645,0,0,3.225,0,0,4.81,0,18,92,46,41,77,22,3
06013345204,California,Contra Costa County,3152,0,0.3918,0.1831,0.0324,0.0249,0.0739,0.0157,0,0.0393,0.2402,0.1374,11.612,58.794,0.136,338.42,1907694.909,0.3785,0,0,3.73,0,0,4.488,0,3,92,41,42,71,19,6
06013345205,California,Contra Costa County,5779,0,1.195,0.5409,0.1094,0.0518,0.0516,0.0214,0.0572,0.0869,0.0813,0.0995,11.678,61.472,0.124,281.364,1820692.397,0.0055,0,0,6.051,0,0,6.452,0,44,92,55,37,70,39,0
06013345206,California,Contra Costa County,3622,0,0.7714,0.3517,0.069,0.0193,0.0433,0.0244,0.0374,0.0257,0.1833,0.0995,11.651,61.145,0.119,277.978,1499900.933,0.0708,0,0,5.343,0,0,6.529,0,21,92,54,35,65,40,0
06013346101,California,Contra Costa County,3364,0,0.6607,0.2857,0.0687,0.0446,0.0603,0.0264,0,0.0639,0.2898,0.1436,11.696,61.109,0.139,377,1803722.012,0.013,0.027,0,3.626,0,0,5.376,0,15,92,54,43,69,28,8
06013346102,California,Contra Costa County,5396,0,0.6432,0.267,0.0736,0.0011,0.0884,0.0072,0.0199,0.0174,0.2153,0.1333,11.737,61.916,0.128,358.594,1588259.325,0.1434,0.009,0,3.204,0,0,4.891,0,14,92,57,39,66,23,5
06013346203,California,Contra Costa County,4033,0,0.4935,0.2137,0.0511,0.031,0.0915,0.0062,0.0028,0.0402,0.2199,0.1559,11.701,61.518,0.12,306.108,1993537.379,0.1287,0,0,2.754,0,0,5.947,0,7,92,55,36,72,34,15
06013346204,California,Contra Costa County,7894,0,0.5671,0.2921,0.0302,0.063,0.0522,0.0122,0.0066,0.0334,0.1694,0.1662,11.758,63.122,0.118,293.389,862897.262,0.0707,0,0,2.378,0,0,5.394,0,10,92,63,35,51,28,23
06013346205,California,Contra Costa County,4325,0,0.6289,0.2065,0.1054,0.0337,0.0869,0.0131,0,0.0543,0.264,0.1385,11.767,62.867,0.116,325.232,881577.767,0.2761,0,0,2.027,0,0,3.511,0,13,92,62,34,51,10,6
06013346206,California,Contra Costa County,3216,0,0.8053,0.3346,0.092,0.0621,0.1287,0,0.035,0.056,0.2708,0.1385,11.688,60.859,0.129,334.43,1788885.846,0.0698,0,0,2.858,0,0,5.533,0,23,92,53,39,69,30,6
06013347000,California,Contra Costa County,6724,0,0.5871,0.2461,0.0657,0.0432,0.0877,0,0.0051,0.0291,0.1974,0.1149,11.597,56.71,0.144,498.154,2224375.409,0.1597,0.111,0.607,5.964,0,1549.755,5.544,0,11,92,31,45,75,30,1
06013348000,California,Contra Costa County,4819,0,0.5025,0.2017,0.0618,0.0152,0.0982,0.0078,0.0118,0.0581,0.2027,0.1364,11.541,55.256,0.162,520.279,2581539.137,0.602,0,0,4.069,0,43.331,5.132,0,7,92,23,52,78,25,6
06013349000,California,Contra Costa County,5815,0,0.8917,0.2526,0.1741,0.1226,0.0783,0.0379,0.0122,0.0268,0.1948,0.1251,11.562,56.457,0.166,460.39,3081403.12,0.3567,0,0,4.151,0,25.146,6.194,0,28,92,30,53,83,36,3
06013350000,California,Contra Costa County,6150,0,0.7072,0.3468,0.0484,0.0365,0.0678,0.0119,0.026,0.0517,0.1688,0.1077,11.523,54.267,0.149,478.759,2609703.256,0.3366,0,0,5.038,0,28.688,4.987,0,17,92,18,47,79,24,1
06013351101,California,Contra Costa County,2737,0,0.5286,0.1118,0.1264,0.021,0.2784,0.0182,0.0102,0,0.9346,,11.601,57.798,0.133,369.156,1380098.857,0.0605,0,0,3.146,0,0,3.995,0,8,92,36,41,62,14,
06013351103,California,Contra Costa County,1929,0,0.6748,0.1991,0.1269,0,0.2554,0.0634,0.0115,0,0.8745,,11.596,58.087,0.146,384.108,1620658.192,0.0559,0,0,4.171,0,0,5.194,0,15,92,38,46,67,26,
06013351104,California,Contra Costa County,1667,0,0.6006,0.1422,0.1344,0,0.3263,0.0443,0.0246,0,0.9268,,11.589,57.261,0.163,414.189,1765642.957,0.0825,0,0,4.383,0,5.98,5.284,0,12,92,34,52,69,27,
06013351105,California,Contra Costa County,1814,0,1.0549,0.1516,0.2961,0.1351,0.424,0.0819,0.0099,0,0.8908,,11.588,57.513,0.169,410.532,1815400.162,0.1164,0,0,4.999,0,5.088,5.688,0,37,92,35,54,70,31,
06013351200,California,Contra Costa County,5525,0,0.4524,0.1917,0.0494,0.0376,0.0486,0.0051,0.0148,0.0494,0.2375,0.1456,11.552,56.014,0.154,425.389,1634290.903,0.5345,0,0,3.668,0,14.69,4.188,0,5,92,27,49,67,16,9
06013352101,California,Contra Costa County,3628,0,0.8278,0.4112,0.0534,0.0513,0.1083,0.0044,0.0204,0.0201,0.1775,0.1436,11.549,56.149,0.136,377.165,1746246.876,0.1345,0,0,3.904,0,15.801,3.702,0,24,92,28,42,68,11,8
06013352102,California,Contra Costa County,5187,0,0.8102,0.4153,0.0444,0.0525,0.0679,0.0271,0.0144,0.0397,0.1783,0.1149,11.519,55.255,0.135,365.657,1766907.091,0.078,0,0.021,4.383,0,9.861,4.412,0,23,92,23,42,69,18,1
06013352201,California,Contra Costa County,6070,0,1.3226,0.3969,0.2446,0.0629,0.0662,0.0847,0.002,0.0501,0.1893,0.12,11.486,53.687,0.144,427.411,1857368.34,0.241,0,0,4.584,0,23.756,4.841,0,50,92,15,45,70,22,2
06013352202,California,Contra Costa County,2674,0,0.6658,0.2928,0.0662,0.02,0.104,0.0843,0.0205,0.0561,0.2764,,11.432,51.983,0.143,408.059,2926076.014,0.1463,0.148,0.151,7.889,0,21.566,4.93,0,15,91,6,45,82,23,
06013353001,California,Contra Costa County,4420,0,0.7176,0.4018,0.0186,0.0191,0.079,0.004,0.0098,0.1206,0.1853,0.1087,11.417,51.127,0.178,494.67,3151354.782,0.5447,0.106,0.063,6.893,0,43.93,5.321,0,18,91,3,57,83,27,1
06013353002,California,Contra Costa County,4182,0,0.4668,0.2482,0.0201,0.0205,0.0655,0.0052,0.0043,0.0395,0.2365,0.1087,11.474,52.445,0.157,527.26,2864478.268,0.5255,0,0,4.767,0,58.461,5.252,0,6,92,9,50,81,27,1
06013354001,California,Contra Costa County,2396,0,0.6433,0.2817,0.0647,0.0217,0.0793,0.033,0.0223,0.0455,0.1828,0.1682,11.402,49.932,0.193,726.02,3823203.707,0.6066,0.16,0.2,7.923,0,221.713,5.112,0,14,91,1,62,87,25,24
06013354002,California,Contra Costa County,6943,0,0.6665,0.2361,0.1012,0.0517,0.1046,0.056,0.0253,0.0109,0.2885,0.0933,11.469,52.298,0.152,615.818,2522642.52,0.4741,0,0.092,5.41,0,127.356,4.82,0,15,92,8,48,78,22,0
06013355107,California,Contra Costa County,5607,2,1.6624,0.6686,0.2035,0.036,0.1314,0.0611,0.0723,0.0328,0.1113,0.2031,12.139,66.115,0.098,226.099,828414.238,0.0256,0.11,1.564,5.395,0,155.859,6.193,0,63,93,74,27,50,36,59
06013355109,California,Contra Costa County,7471,5,2.0191,0.7216,0.3026,0.1066,0.1524,0.0266,0.093,0.0509,0.1767,0.161,12.412,66.61,0.141,154.612,956752.574,0.0242,0,1.172,6.683,0,569.494,8.872,0,74,94,76,44,53,64,18
06013355110,California,Contra Costa County,4112,2,1.8066,0.7792,0.189,0.0682,0.1234,0.0876,0.0665,0.0995,0.1184,0.2297,12.477,66.913,0.126,111.412,793153.85,0.0985,0,0.716,3.871,0,767.211,9.403,0,68,94,77,38,49,69,81
06013355111,California,Contra Costa County,6569,3,1.7219,0.7124,0.1986,0.0309,0.1285,0.0669,0.0961,0.0469,0.1025,0.1733,12.487,66.772,0.141,114.97,900032.46,0.0113,0,1.025,4.537,0,761.764,8.731,0,65,94,77,44,52,63,29
06013355112,California,Contra Costa County,5800,0,0.7248,0.2917,0.0886,0.0576,0.07,0.0146,0.0124,0.0298,0.294,0.1282,12.039,67.044,0.101,255.972,598379.463,0.0528,0.033,0,1.832,0,84.705,3.84,0,18,93,78,29,43,13,4
06013355113,California,Contra Costa County,5423,0,1.0977,0.4595,0.1233,0.0332,0.0599,0.031,0.0158,0.0439,0.1798,0.1692,11.804,64.656,0.113,271.057,479517.997,0.0118,0,0,1.981,0,0,5.556,0,39,92,69,33,39,30,25
06013355115,California,Contra Costa County,10013,1,1.7029,0.769,0.157,0.0653,0.0689,0.1157,0.0348,0.0658,0.0739,0.1672,11.742,64.514,0.117,265.721,1156266.243,0.0047,0,0,3.283,0,0.484,6.913,0,65,92,68,35,58,44,23
06013355118,California,Contra Costa County,3769,1,1.598,0.8344,0.0782,0.0049,0.112,0.0087,0.1148,0.0032,0.1674,0.1979,12.308,66.47,0.119,178.028,671544.194,0,0,1.111,4.729,0,293.388,7.169,0,61,93,76,35,45,47,54
06013355119,California,Contra Costa County,5288,5,2.0842,0.7629,0.3013,0.0333,0.1381,0.0927,0.2225,0.0726,0.1227,0.1979,12.31,66.642,0.114,170.111,616743.411,0.0185,0.034,0.923,4.38,0,394.072,6.342,0,75,93,76,34,44,38,54
06013355120,California,Contra Costa County,4036,5,1.9838,0.7614,0.2652,0.1123,0.1427,0.0116,0.1163,0.0434,0.1504,0.1979,12.399,66.693,0.129,153.823,755900.327,0.0217,0,0.889,5.234,0,473.132,8.328,0,73,94,77,39,48,59,54
06013355121,California,Contra Costa County,6409,0,1.2805,0.7543,0.0103,0.0349,0.0284,0.0373,0.0036,0.0443,0.0839,0.1282,11.765,64.416,0.117,269.968,1079475.375,0,0,0,3.319,0,0.168,6.287,0,48,92,68,35,56,37,4
06013355122,California,Contra Costa County,5559,0,1.3395,0.7248,0.0501,0.0516,0.0514,0.0425,0.0318,0.0565,0.1182,0.1282,11.792,64.864,0.114,266.727,744622.608,0.0098,0,0,2.281,0,0,5.967,0,51,92,70,33,48,34,4
06013355123,California,Contra Costa County,3333,2,1.9644,0.9202,0.1608,0.09,0.0342,0.1642,0.0694,0.0561,0.0546,,11.73,64.972,0.143,244.234,1434549.874,0.0314,0,0,3.393,0,0.892,6.082,0,72,92,70,45,63,35,
06013355124,California,Contra Costa County,4601,1,1.6312,0.9207,0.0377,0.0738,0.0469,0.0719,0.0456,0.0176,0.0478,,11.743,64.93,0.125,245.725,1188014.288,0,0,0,3.072,0,0.73,6.74,0,62,92,70,38,59,42,
06013355125,California,Contra Costa County,4096,1,1.6798,0.8931,0.0725,0.0198,0.0313,0.0224,0.0487,0.0552,0.0605,0.1682,11.76,64.937,0.117,262.243,1034976.39,0.0084,0,0,2.908,0,0.481,6.74,0,64,92,70,35,55,42,24
06013355126,California,Contra Costa County,5773,0,1.4327,0.7642,0.0603,0.0308,0.0475,0.043,0.0502,0.0324,0.1446,0.1682,11.786,65.4,0.11,236.175,981566.559,0.0039,0,0,2.679,0,0.819,5.6,0,55,92,72,32,54,30,24
06013355201,California,Contra Costa County,8114,5,1.8727,0.9046,0.1366,0.0503,0.0634,0.0305,0.0334,0.0656,0.1114,0.1651,12.028,64.127,0.15,337.315,1476581.1,0.0119,0.566,1.73,6.358,0,1343.052,6.804,0,70,93,67,47,64,43,22
06013355202,California,Contra Costa County,3981,5,1.7665,0.8631,0.1228,0.0999,0.0804,0.0566,0.099,0.1236,0.1005,0.1651,11.926,63.439,0.147,328.144,1932503.618,0,1.012,1.766,6.724,0,2024.73,5.667,0,67,93,64,46,71,31,22
06013355302,California,Contra Costa County,3454,0,0.7769,0.3605,0.0657,0.0226,0.0589,0.0189,0.0103,0.0709,0.2001,0.1415,11.751,62.4,0.145,407.722,1775634.387,0.0377,0.158,0,4.153,0,47.313,5.79,0,21,92,59,45,69,32,8
06013355306,California,Contra Costa County,4550,0,0.569,0.2622,0.0492,0.0592,0.0943,0,0.0124,0.0264,0.2127,0.1723,11.88,64.218,0.108,316.435,616632.355,0.1307,0.281,0.157,2.875,0,1.003,6.998,0,10,93,67,31,44,45,28
06013355307,California,Contra Costa County,4397,0,1.0774,0.4976,0.0925,0.0571,0.0687,0.0321,0.0092,0.0348,0.1226,0.1313,11.979,64.562,0.107,286.721,916330.331,0.0173,0.791,0.941,4.349,0,9.971,7.198,0,38,93,68,31,52,47,4
06013355308,California,Contra Costa County,3570,0,0.5636,0.2465,0.0569,0.0309,0.0644,0.014,0.0136,0.0513,0.1768,0.1313,11.932,64.439,0.111,301.705,845417.069,0,0.462,0.268,4.412,0,1.758,7.834,0,10,93,68,32,51,54,4
06013355309,California,Contra Costa County,5150,0,0.8946,0.3668,0.1052,0.0259,0.1291,0.0443,0.0367,0.0513,0.187,0.1651,11.826,63.238,0.141,348.911,1276134.437,0.0408,0.312,0.201,3.988,0,22.82,6.263,0,28,92,63,44,60,37,22
06013355310,California,Contra Costa County,3070,0,0.9638,0.4541,0.0773,0.0714,0.1811,0.01,0.0823,0.0772,0.1743,0.1651,11.868,63.683,0.141,326.71,1372362.102,0.18,0.476,0.226,5.101,0,13.862,7.48,0,32,93,65,44,62,50,22
06013356001,California,Contra Costa County,4025,2,1.6208,0.8037,0.1055,0.1119,0.1402,0.0681,0.1505,0.047,0.1799,0.1221,11.427,55.493,0.177,670.917,2432405.908,0.0222,0,0.481,4.059,0,32974.538,6.767,0,62,91,24,57,77,42,2
06013356002,California,Contra Costa County,5688,2,1.5656,0.6742,0.1644,0.0835,0.0847,0.0606,0.1157,0.0301,0.2041,0.1846,11.498,53.758,0.143,641.054,2254769.901,0.0837,0.071,0.596,6.069,0,29035.545,4.911,0,60,92,15,45,75,23,41
06013357000,California,Contra Costa County,3458,0,1.0182,0.3184,0.1805,0.0846,0.1709,0.0394,0.0454,0.0188,0.2296,0.2205,11.514,57.074,0.151,606.226,2588922.863,0.7366,0.027,0.961,4.569,0,3704.045,7.227,0,35,92,33,48,79,47,74
06013358000,California,Contra Costa County,5859,7,2.0989,0.7256,0.3296,0.0418,0.15,0.0417,0.1456,0.064,0.1543,0.1959,11.313,55.576,0.225,742.28,2092149.103,0.5561,0,0.641,4.734,0,33311.302,8.398,0,76,91,25,71,73,59,52
06013359102,California,Contra Costa County,5061,3,1.9103,0.7402,0.2511,0.0394,0.1104,0.057,0.1589,0.0547,0.1814,0.1426,11.07,52.344,0.205,486.906,2133894.539,0.2482,0.061,0.251,4.94,0,121385.927,8.411,0,71,90,8,65,74,59,8
06013359103,California,Contra Costa County,5435,2,1.5807,0.6971,0.1559,0.0382,0.0955,0.0513,0.0768,0.032,0.1741,0.16,11.14,52.532,0.221,516.084,2754048.156,0.3133,0.024,0.194,5.087,0,73929.251,8.001,0,61,91,9,70,80,55,18
06013359104,California,Contra Costa County,2537,3,1.6885,0.8183,0.1215,0.0671,0.065,0.0113,0.0597,0.0319,0.1238,0.1703,11.222,53.25,0.234,505.474,3532808.221,0,0,0.209,4.463,0,52193.874,8.559,0,64,91,13,73,86,61,26
06013359105,California,Contra Costa County,4927,2,1.5961,0.8843,0.047,0.0325,0.0977,0.0249,0.0664,0.067,0.1514,0.1313,11.162,53.305,0.24,461.242,2121702.057,0.0098,0,0.229,5.529,0,53806.592,8.466,0,61,91,13,74,74,60,4
06013359202,California,Contra Costa County,6819,0,1.3417,0.6557,0.0932,0.0359,0.14,0.0373,0.1251,0.0544,0.2901,0.1692,11.362,52.934,0.202,601.179,2207724.187,0.2108,0,0.273,3.994,0,50780.268,6.27,0,51,91,11,65,75,37,25
06013359203,California,Contra Costa County,7200,2,1.5984,0.726,0.1448,0.0584,0.1055,0.0639,0.0919,0.0361,0.1854,0.1569,11.322,53.928,0.197,555.296,2143883.194,0,0,0.231,3.569,0,36893.845,6.981,0,61,91,16,63,74,45,15
06013359204,California,Contra Costa County,4340,2,1.6944,0.8387,0.1112,0.0271,0.1382,0.0854,0.0625,0.0369,0.2684,0.1538,11.281,53.136,0.204,553.735,1979403.408,0.0114,0,0.183,3.375,0,44584.781,6.7,0,64,91,12,65,72,42,13
06013360101,California,Contra Costa County,4224,1,1.4195,0.6198,0.1438,0.0989,0.1709,0.093,0.0974,0.0518,0.2147,0.1805,11.197,51.761,0.215,651.96,2590651.503,0.1863,0.107,0.277,5.719,0,70873.792,6.771,0,54,91,5,68,79,42,37
06013360102,California,Contra Costa County,5030,0,1.1817,0.5149,0.1204,0.0563,0.1463,0.0321,0.086,0.0304,0.2716,0.1405,11.292,51.738,0.191,747.193,1839692.144,0.1662,0.105,0.228,5.858,0,44283.233,5.829,0,44,91,5,61,70,33,7
06013360200,California,Contra Costa County,5482,2,1.6845,0.7687,0.1504,0.0221,0.1005,0.1614,0.1431,0.0387,0.131,0.201,11.189,51.031,0.223,787.81,2453914.635,0.3977,0.125,0.35,6.199,0,77268.537,7.181,0,64,91,3,70,77,47,57
06013361000,California,Contra Costa County,4973,4,1.8236,0.6998,0.2439,0.0365,0.0903,0.0599,0.0782,0.0537,0.1876,0.1569,11.254,50.042,0.202,1098.343,3105870.533,0.4048,0.14,0.44,7.717,0,68355.645,5.75,0,68,91,1,65,83,32,15
06013362000,California,Contra Costa County,2832,0,1.1298,0.4509,0.1404,0.0439,0.104,0.0693,0.0604,0.0417,0.2479,0.1354,11.112,49.686,0.2,1468.726,4098328.609,0.6825,0.201,0.494,7.931,0,53819.175,7.53,0,41,91,1,64,88,50,5
06013363000,California,Contra Costa County,7793,2,1.6381,0.6992,0.1758,0.0314,0.119,0.0734,0.0706,0.0317,0.2369,0.2103,11.107,51.231,0.23,727.793,3556640.206,0.3396,0.129,0.358,6.052,0,135455.016,8.035,0,63,90,4,72,86,56,66
06013364002,California,Contra Costa County,5426,4,1.9004,0.767,0.231,0.0467,0.1104,0.061,0.0819,0.0792,0.1485,0.2021,11.015,51.613,0.225,538.872,2699277.17,0.2617,0.114,0.343,6.151,0,303646.113,8.752,0,70,90,5,71,80,63,58
06013365002,California,Contra Costa County,5171,10,2.6628,0.9495,0.4003,0.063,0.1182,0.2243,0.3844,0.0514,0.089,0.2092,10.648,49.669,0.207,1150.272,2091455.455,0.2742,0.288,0.502,10.987,0,51826.014,10.579,0,87,90,1,66,73,79,65
06013365003,California,Contra Costa County,5416,6,2.029,0.8089,0.2528,0.0944,0.0871,0.1435,0.0591,0.0558,0.1597,0.1856,10.985,51.015,0.226,655.267,2924905.475,0.0269,0.136,0.363,7.326,0,537970.024,8.682,0,74,90,3,71,82,62,42
06013366001,California,Contra Costa County,4690,8,2.2865,0.9254,0.2764,0.1085,0.0761,0.1609,0.2561,0.0394,0.0825,0.2082,10.871,50.48,0.208,698.044,2252116.978,0.4096,0.169,0.313,7.359,0,134178.763,9.296,0,80,90,2,66,75,68,64
06013366002,California,Contra Costa County,6876,10,2.6853,0.9503,0.4082,0.101,0.0915,0.1484,0.2859,0.0665,0.0909,0.1446,10.845,50.19,0.21,816.742,2312846.742,0.39,0.197,0.356,8.044,0,90974.569,10.589,0,88,90,2,67,76,79,9
06013367100,California,Contra Costa County,5773,8,2.3003,0.9175,0.2863,0.0726,0.1116,0.0682,0.1583,0.0553,0.1618,0.1856,10.977,50.573,0.223,785.416,3306155.935,0.3648,0.162,0.329,6.948,0,265147.62,8.664,0,80,90,2,70,84,62,42
06013367200,California,Contra Costa County,5869,9,2.4081,0.9502,0.306,0.1045,0.1195,0.2219,0.2395,0.0237,0.0884,0.1385,10.959,50.247,0.22,896.545,3917518.855,0.422,0.187,0.337,7.146,0,120808.465,9.179,0,82,90,2,70,88,67,6
06013368001,California,Contra Costa County,5013,9,2.1633,0.9126,0.2388,0.0966,0.1356,0.0576,0.351,0.0517,0.0816,0.1938,10.85,49.527,0.234,1191.51,2579247.412,0.6224,0.284,0.456,10.378,0,60615.983,10.761,0,77,90,1,73,78,80,50
06013368002,California,Contra Costa County,4102,10,2.4579,0.9481,0.3257,0.0623,0.1287,0.174,0.2471,0.0714,0.07,0.2215,10.841,49.85,0.214,1002.689,2454517.573,0.3743,0.238,0.409,9.726,0,70804.149,10.452,0,84,90,1,68,77,78,75
06013369001,California,Contra Costa County,7347,8,2.2681,0.8838,0.2951,0.0214,0.144,0.2209,0.2193,0.0321,0.1669,0.2103,10.957,49.819,0.234,1098.791,4496432.877,0.1849,0.228,0.395,8.078,0,77086.759,9.431,0,80,90,1,73,90,69,66
